title,session,authors,affiliations,pdf_url
Temporal Feature Alignment and Mutual Information Maximization for Video-Based Human Pose Estimation,"Human Pose Estimation & Tracking, Localization, and Object Pose Estimation","['Zhenguang Liu', 'Runyang Feng']",['ZJU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Temporal_Feature_Alignment_and_Mutual_Information_Maximization_for_Video-Based_Human_CVPR_2022_paper.pdf
Uni6D: A Unified CNN Framework Without Projection Breakdown for 6D Pose Estimation,"Human Pose Estimation & Tracking, Localization, and Object Pose Estimation","['Xiaoke Jiang', 'Donghai Li']",['SenseTime'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jiang_Uni6D_A_Unified_CNN_Framework_Without_Projection_Breakdown_for_6D_CVPR_2022_paper.pdf
3D-Aware Image Synthesis via Learning Structural and Textural Representations,Image & Video Synthesis and Generation,"['Yinghao Xu', 'Sida Peng']",['CUHK'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_3D-Aware_Image_Synthesis_via_Learning_Structural_and_Textural_Representations_CVPR_2022_paper.pdf
A Brand New Dance Partner: Music-Conditioned Pluralistic Dancing Controlled by Multiple Dance Genres,Image & Video Synthesis and Generation,"['Jinwoo Kim', 'Heeseok Oh']",['Yonsei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_A_Brand_New_Dance_Partner_Music-Conditioned_Pluralistic_Dancing_Controlled_by_CVPR_2022_paper.pdf
A Style-Aware Discriminator for Controllable Image Translation,Image & Video Synthesis and Generation,"['Kunhee Kim', 'Sanghun Park']",['POSTECH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_A_Style-Aware_Discriminator_for_Controllable_Image_Translation_CVPR_2022_paper.pdf
Alleviating Semantics Distortion in Unsupervised Low-Level Image-to-Image Translation via Structure Consistency Constraint,Image & Video Synthesis and Generation,"['Jiaxian Guo', 'Jiachen Li']",['USYD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_Alleviating_Semantics_Distortion_in_Unsupervised_Low-Level_Image-to-Image_Translation_via_Structure_CVPR_2022_paper.pdf
AR-NeRF: Unsupervised Learning of Depth and Defocus Effects From Natural Images With Aperture Rendering Neural Radiance Fields,Image & Video Synthesis and Generation,"['Takuhiro Kaneko', 'Evangelos Ntavelis']",['NTT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kaneko_AR-NeRF_Unsupervised_Learning_of_Depth_and_Defocus_Effects_From_Natural_CVPR_2022_paper.pdf
Arbitrary-Scale Image Synthesis,Image & Video Synthesis and Generation,"['Evangelos Ntavelis', 'Mohamad Shahbazi']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ntavelis_Arbitrary-Scale_Image_Synthesis_CVPR_2022_paper.pdf
Attribute Group Editing for Reliable Few-Shot Image Generation,Image & Video Synthesis and Generation,"['Guanqi Ding', 'Xinzhe Han']",['UCAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ding_Attribute_Group_Editing_for_Reliable_Few-Shot_Image_Generation_CVPR_2022_paper.pdf
Audio-Driven Neural Gesture Reenactment With Video Motion Graphs,Image & Video Synthesis and Generation,"['Yang Zhou', 'Jimei Yang']",['UMass'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Audio-Driven_Neural_Gesture_Reenactment_With_Video_Motion_Graphs_CVPR_2022_paper.pdf
Autoregressive Image Generation Using Residual Quantization,Image & Video Synthesis and Generation,"['Doyup Lee', 'Chiheon Kim']",['POSTECH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lee_Autoregressive_Image_Generation_Using_Residual_Quantization_CVPR_2022_paper.pdf
Bi-Level Doubly Variational Learning for Energy-Based Latent Variable Models,Image & Video Synthesis and Generation,"['Ge Kan', 'Jinhu L\\u00fc']",['BUAA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kan_Bi-Level_Doubly_Variational_Learning_for_Energy-Based_Latent_Variable_Models_CVPR_2022_paper.pdf
Blended Diffusion for Text-Driven Editing of Natural Images,Image & Video Synthesis and Generation,"['Omri Avrahami', 'Dani Lischinski']",['HUJI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Avrahami_Blended_Diffusion_for_Text-Driven_Editing_of_Natural_Images_CVPR_2022_paper.pdf
Blind Face Restoration via Integrating Face Shape and Generative Priors,Image & Video Synthesis and Generation,"['Feida Zhu', 'Junwei Zhu']",['Tencent'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhu_Blind_Face_Restoration_via_Integrating_Face_Shape_and_Generative_Priors_CVPR_2022_paper.pdf
BodyGAN: General-Purpose Controllable Neural Human Body Generation,Image & Video Synthesis and Generation,"['Chaojie Yang', 'Hanhui Li']",['Momo'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_BodyGAN_General-Purpose_Controllable_Neural_Human_Body_Generation_CVPR_2022_paper.pdf
Brain-Supervised Image Editing,Image & Video Synthesis and Generation,"['Keith M. Davis III', 'Carlos de la Torre-Ortiz']",['UH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Davis_Brain-Supervised_Image_Editing_CVPR_2022_paper.pdf
Bridging Global Context Interactions for High-Fidelity Image Completion,Image & Video Synthesis and Generation,"['Chuanxia Zheng', 'Tat-Jen Cham']",['Monash'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zheng_Bridging_Global_Context_Interactions_for_High-Fidelity_Image_Completion_CVPR_2022_paper.pdf
Cluster-Guided Image Synthesis With Unconditional Models,Image & Video Synthesis and Generation,"['Markos Georgopoulos', 'James Oldfield']",['ICL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Georgopoulos_Cluster-Guided_Image_Synthesis_With_Unconditional_Models_CVPR_2022_paper.pdf
Commonality in Natural Images Rescues GANs: Pretraining GANs With Generic and Privacy-Free Synthetic Data,Image & Video Synthesis and Generation,"['Kyungjune Baek', 'Hyunjung Shim']",['Yonsei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Baek_Commonality_in_Natural_Images_Rescues_GANs_Pretraining_GANs_With_Generic_CVPR_2022_paper.pdf
Contextual Outpainting With Object-Level Contrastive Learning,Image & Video Synthesis and Generation,"['Jiacheng Li', 'Chang Chen']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Contextual_Outpainting_With_Object-Level_Contrastive_Learning_CVPR_2022_paper.pdf
Controllable Animation of Fluid Elements in Still Images,Image & Video Synthesis and Generation,"['Aniruddha Mahapatra', 'Kuldeep Kulkarni']",['Adobe'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mahapatra_Controllable_Animation_of_Fluid_Elements_in_Still_Images_CVPR_2022_paper.pdf
Depth-Aware Generative Adversarial Network for Talking Head Video Generation,Image & Video Synthesis and Generation,"['Fa-Ting Hong', 'Longhao Zhang']",['HKUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hong_Depth-Aware_Generative_Adversarial_Network_for_Talking_Head_Video_Generation_CVPR_2022_paper.pdf
Distinguishing Unseen From Seen for Generalized Zero-Shot Learning,Image & Video Synthesis and Generation,"['Hongzu Su', 'Jingjing Li']",['UESTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Su_Distinguishing_Unseen_From_Seen_for_Generalized_Zero-Shot_Learning_CVPR_2022_paper.pdf
Diverse Plausible 360-Degree Image Outpainting for Efficient 3DCG Background Creation,Image & Video Synthesis and Generation,"['Naofumi Akimoto', 'Yuhi Matsuo']",['Keio'],https://openaccess.thecvf.com/content/CVPR2022/papers/Akimoto_Diverse_Plausible_360-Degree_Image_Outpainting_for_Efficient_3DCG_Background_Creation_CVPR_2022_paper.pdf
DLFormer: Discrete Latent Transformer for Video Inpainting,Image & Video Synthesis and Generation,"['Jingjing Ren', 'Qingqing Zheng']",['SCUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_DLFormer_Discrete_Latent_Transformer_for_Video_Inpainting_CVPR_2022_paper.pdf
DO-GAN: A Double Oracle Framework for Generative Adversarial Networks,Image & Video Synthesis and Generation,"['Aye Phyu Phyu Aung', 'Xinrun Wang']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Aung_DO-GAN_A_Double_Oracle_Framework_for_Generative_Adversarial_Networks_CVPR_2022_paper.pdf
Dressing in the Wild by Watching Dance Videos,Image & Video Synthesis and Generation,"['Xin Dong', 'Fuwei Zhao']",['ByteDance'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dong_Dressing_in_the_Wild_by_Watching_Dance_Videos_CVPR_2022_paper.pdf
Dual-Path Image Inpainting With Auxiliary GAN Inversion,Image & Video Synthesis and Generation,"['Wentao Wang', 'Li Niu']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Dual-Path_Image_Inpainting_With_Auxiliary_GAN_Inversion_CVPR_2022_paper.pdf
Dynamic Dual-Output Diffusion Models,Image & Video Synthesis and Generation,"['Yaniv Benny', 'Lior Wolf']",['TAU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Benny_Dynamic_Dual-Output_Diffusion_Models_CVPR_2022_paper.pdf
E-CIR: Event-Enhanced Continuous Intensity Recovery,Image & Video Synthesis and Generation,"['Chen Song', 'Qixing Huang']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Song_E-CIR_Event-Enhanced_Continuous_Intensity_Recovery_CVPR_2022_paper.pdf
Event-Based Video Reconstruction via Potential-Assisted Spiking Neural Network,Image & Video Synthesis and Generation,"['Lin Zhu', 'Xiao Wang']",['Peking'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhu_Event-Based_Video_Reconstruction_via_Potential-Assisted_Spiking_Neural_Network_CVPR_2022_paper.pdf
Exemplar-Based Pattern Synthesis With Implicit Periodic Field Network,Image & Video Synthesis and Generation,"['Haiwei Chen', 'Jiayi Liu']",['USC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Exemplar-Based_Pattern_Synthesis_With_Implicit_Periodic_Field_Network_CVPR_2022_paper.pdf
Exploring Dual-Task Correlation for Pose Guided Person Image Generation,Image & Video Synthesis and Generation,"['Pengze Zhang', 'Lingxiao Yang']",['SYSU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Exploring_Dual-Task_Correlation_for_Pose_Guided_Person_Image_Generation_CVPR_2022_paper.pdf
Exploring Patch-Wise Semantic Relation for Contrastive Learning in Image-to-Image Translation Tasks,Image & Video Synthesis and Generation,"['Chanyong Jung', 'Gihyun Kwon']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Jung_Exploring_Patch-Wise_Semantic_Relation_for_Contrastive_Learning_in_Image-to-Image_Translation_CVPR_2022_paper.pdf
Expressive Talking Head Generation With Granular Audio-Visual Control,Image & Video Synthesis and Generation,"['Borong Liang', 'Yan Pan']",['Baidu'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liang_Expressive_Talking_Head_Generation_With_Granular_Audio-Visual_Control_CVPR_2022_paper.pdf
Feature Statistics Mixing Regularization for Generative Adversarial Networks,Image & Video Synthesis and Generation,"['Junho Kim', 'Yunjey Choi']",['NAVER'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_Feature_Statistics_Mixing_Regularization_for_Generative_Adversarial_Networks_CVPR_2022_paper.pdf
FENeRF: Face Editing in Neural Radiance Fields,Image & Video Synthesis and Generation,"['Jingxiang Sun', 'Xuan Wang']",['UIUC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_FENeRF_Face_Editing_in_Neural_Radiance_Fields_CVPR_2022_paper.pdf
Few Shot Generative Model Adaption via Relaxed Spatial Structural Alignment,Image & Video Synthesis and Generation,"['Jiayu Xiao', 'Liang Li']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xiao_Few_Shot_Generative_Model_Adaption_via_Relaxed_Spatial_Structural_Alignment_CVPR_2022_paper.pdf
Few-Shot Font Generation by Learning Fine-Grained Local Styles,Image & Video Synthesis and Generation,"['Licheng Tang', 'Yiyang Cai']",['Baidu'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tang_Few-Shot_Font_Generation_by_Learning_Fine-Grained_Local_Styles_CVPR_2022_paper.pdf
Few-Shot Incremental Learning for Label-to-Image Translation,Image & Video Synthesis and Generation,"['Pei Chen', 'Yangkang Zhang']",['ZJU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Few-Shot_Incremental_Learning_for_Label-to-Image_Translation_CVPR_2022_paper.pdf
FlexIT: Towards Flexible Semantic Image Translation,Image & Video Synthesis and Generation,"['Guillaume Couairon', 'Asya Grechka']",['Meta'],https://openaccess.thecvf.com/content/CVPR2022/papers/Couairon_FlexIT_Towards_Flexible_Semantic_Image_Translation_CVPR_2022_paper.pdf
Full-Range Virtual Try-On With Recurrent Tri-Level Transform,Image & Video Synthesis and Generation,"['Han Yang', 'Xinrui Yu']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Full-Range_Virtual_Try-On_With_Recurrent_Tri-Level_Transform_CVPR_2022_paper.pdf
Generating High Fidelity Data From Low-Density Regions Using Diffusion Models,Image & Video Synthesis and Generation,"['Vikash Sehwag', 'Caner Hazirbas']",['Princeton'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sehwag_Generating_High_Fidelity_Data_From_Low-Density_Regions_Using_Diffusion_Models_CVPR_2022_paper.pdf
Generative Flows With Invertible Attentions,Image & Video Synthesis and Generation,"['Rhea Sanjay Sukthanker', 'Zhiwu Huang']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sukthanker_Generative_Flows_With_Invertible_Attentions_CVPR_2022_paper.pdf
Geometric Structure Preserving Warp for Natural Image Stitching,Image & Video Synthesis and Generation,"['Peng Du', 'Jifeng Ning']",['NWSUAF'],https://openaccess.thecvf.com/content/CVPR2022/papers/Du_Geometric_Structure_Preserving_Warp_for_Natural_Image_Stitching_CVPR_2022_paper.pdf
GeoNeRF: Generalizing NeRF With Geometry Priors,Image & Video Synthesis and Generation,"['Mohammad Mahdi Johari', 'Yann Lepoittevin']",['Idiap'],https://openaccess.thecvf.com/content/CVPR2022/papers/Johari_GeoNeRF_Generalizing_NeRF_With_Geometry_Priors_CVPR_2022_paper.pdf
GIRAFFE HD: A High-Resolution 3D-Aware Generative Model,Image & Video Synthesis and Generation,"['Yang Xue', 'Yuheng Li']",['UC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xue_GIRAFFE_HD_A_High-Resolution_3D-Aware_Generative_Model_CVPR_2022_paper.pdf
Global Context With Discrete Diffusion in Vector Quantised Modelling for Image Generation,Image & Video Synthesis and Generation,"['Minghui Hu', 'Yujie Wang']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_Global_Context_With_Discrete_Diffusion_in_Vector_Quantised_Modelling_for_CVPR_2022_paper.pdf
HDR-NeRF: High Dynamic Range Neural Radiance Fields,Image & Video Synthesis and Generation,"['Xin Huang', 'Qi Zhang']",['NWPU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Huang_HDR-NeRF_High_Dynamic_Range_Neural_Radiance_Fields_CVPR_2022_paper.pdf
High-Fidelity GAN Inversion for Image Attribute Editing,Image & Video Synthesis and Generation,"['Tengfei Wang', 'Yong Zhang']",['HKUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_High-Fidelity_GAN_Inversion_for_Image_Attribute_Editing_CVPR_2022_paper.pdf
High-Resolution Face Swapping via Latent Semantics Disentanglement,Image & Video Synthesis and Generation,"['Yangyang Xu', 'Bailin Deng']",['SCUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_High-Resolution_Face_Swapping_via_Latent_Semantics_Disentanglement_CVPR_2022_paper.pdf
High-Resolution Image Harmonization via Collaborative Dual Transformations,Image & Video Synthesis and Generation,"['Wenyan Cong', 'Xinhao Tao']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cong_High-Resolution_Image_Harmonization_via_Collaborative_Dual_Transformations_CVPR_2022_paper.pdf
HumanNeRF: Efficiently Generated Human Radiance Field From Sparse Inputs,Image & Video Synthesis and Generation,"['Fuqiang Zhao', 'Wei Yang']",['ShanghaiTech'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_HumanNeRF_Efficiently_Generated_Human_Radiance_Field_From_Sparse_Inputs_CVPR_2022_paper.pdf
HyperInverter: Improving StyleGAN Inversion via Hypernetwork,Image & Video Synthesis and Generation,"['Tan M. Dinh', 'Anh Tuan Tran']",['VinAI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dinh_HyperInverter_Improving_StyleGAN_Inversion_via_Hypernetwork_CVPR_2022_paper.pdf
Image Animation With Perturbed Masks,Image & Video Synthesis and Generation,"['Yoav Shalev', 'Lior Wolf']",['TAU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shalev_Image_Animation_With_Perturbed_Masks_CVPR_2022_paper.pdf
Improving GAN Equilibrium by Raising Spatial Awareness,Image & Video Synthesis and Generation,"['Jianyuan Wang', 'Ceyuan Yang']",['CUHK'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Improving_GAN_Equilibrium_by_Raising_Spatial_Awareness_CVPR_2022_paper.pdf
Incremental Transformer Structure Enhanced Image Inpainting With Masking Positional Encoding,Image & Video Synthesis and Generation,"['Qiaole Dong', 'Chenjie Cao']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dong_Incremental_Transformer_Structure_Enhanced_Image_Inpainting_With_Masking_Positional_Encoding_CVPR_2022_paper.pdf
Industrial Style Transfer With Large-Scale Geometric Warping and Content Preservation,Image & Video Synthesis and Generation,"['Jinchao Yang', 'Fei Guo']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Industrial_Style_Transfer_With_Large-Scale_Geometric_Warping_and_Content_Preservation_CVPR_2022_paper.pdf
InOut: Diverse Image Outpainting via GAN Inversion,Image & Video Synthesis and Generation,"['Yen-Chi Cheng', 'Chieh Hubert Lin']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cheng_InOut_Diverse_Image_Outpainting_via_GAN_Inversion_CVPR_2022_paper.pdf
InsetGAN for Full-Body Image Generation,Image & Video Synthesis and Generation,"['Anna Fr\\u00fchst\\u00fcck', 'Krishna Kumar Singh']",['KAUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Fruhstuck_InsetGAN_for_Full-Body_Image_Generation_CVPR_2022_paper.pdf
InstaFormer: Instance-Aware Image-to-Image Translation With Transformer,Image & Video Synthesis and Generation,"['Soohyun Kim', 'Jongbeom Baek']",['KU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_InstaFormer_Instance-Aware_Image-to-Image_Translation_With_Transformer_CVPR_2022_paper.pdf
Interactive Image Synthesis With Panoptic Layout Generation,Image & Video Synthesis and Generation,"['Bo Wang', 'Tao Wu']",['Huawei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Interactive_Image_Synthesis_With_Panoptic_Layout_Generation_CVPR_2022_paper.pdf
iPLAN: Interactive and Procedural Layout Planning,Image & Video Synthesis and Generation,"['Feixiang He', 'Yanlong Huang']",['Leeds'],https://openaccess.thecvf.com/content/CVPR2022/papers/He_iPLAN_Interactive_and_Procedural_Layout_Planning_CVPR_2022_paper.pdf
Kubric: A Scalable Dataset Generator,Image & Video Synthesis and Generation,"['Klaus Greff', 'Francois Belletti']",['Google'],https://openaccess.thecvf.com/content/CVPR2022/papers/Greff_Kubric_A_Scalable_Dataset_Generator_CVPR_2022_paper.pdf
Learning Motion-Dependent Appearance for High-Fidelity Rendering of Dynamic Humans From a Single Camera,Image & Video Synthesis and Generation,"['Jae Shin Yoon', 'Duygu Ceylan']",['UMN'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yoon_Learning_Motion-Dependent_Appearance_for_High-Fidelity_Rendering_of_Dynamic_Humans_From_CVPR_2022_paper.pdf
Learning Robust Image-Based Rendering on Sparse Scene Geometry via Depth Completion,Image & Video Synthesis and Generation,"['Yuqi Sun', 'Shili Zhou']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sun_Learning_Robust_Image-Based_Rendering_on_Sparse_Scene_Geometry_via_Depth_CVPR_2022_paper.pdf
Learning To Generate Line Drawings That Convey Geometry and Semantics,Image & Video Synthesis and Generation,"['Caroline Chan', 'Fr\\u00e9do Durand']",['MIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chan_Learning_To_Generate_Line_Drawings_That_Convey_Geometry_and_Semantics_CVPR_2022_paper.pdf
Local Attention Pyramid for Scene Image Generation,Image & Video Synthesis and Generation,"['Sang-Heon Shim', 'Sangeek Hyun']",['SKKU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shim_Local_Attention_Pyramid_for_Scene_Image_Generation_CVPR_2022_paper.pdf
Long-Term Video Frame Interpolation via Feature Propagation,Image & Video Synthesis and Generation,"['Dawit Mureja Argaw', 'In So Kweon']",['KAIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Argaw_Long-Term_Video_Frame_Interpolation_via_Feature_Propagation_CVPR_2022_paper.pdf
Look Outside the Room: Synthesizing a Consistent Long-Term 3D Scene Video From a Single Image,Image & Video Synthesis and Generation,"['Xuanchi Ren', 'Xiaolong Wang']",['HKUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_Look_Outside_the_Room_Synthesizing_a_Consistent_Long-Term_3D_Scene_CVPR_2022_paper.pdf
Make It Move: Controllable Image-to-Video Generation With Text Descriptions,Image & Video Synthesis and Generation,"['Yaosi Hu', 'Chong Luo']",['WHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_Make_It_Move_Controllable_Image-to-Video_Generation_With_Text_Descriptions_CVPR_2022_paper.pdf
Manifold Learning Benefits GANs,Image & Video Synthesis and Generation,"['Yao Ni', 'Piotr Koniusz']",['ANU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ni_Manifold_Learning_Benefits_GANs_CVPR_2022_paper.pdf
Many-to-Many Splatting for Efficient Video Frame Interpolation,Image & Video Synthesis and Generation,"['Ping Hu', 'Simon Niklaus']",['BU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hu_Many-to-Many_Splatting_for_Efficient_Video_Frame_Interpolation_CVPR_2022_paper.pdf
MaskGIT: Masked Generative Image Transformer,Image & Video Synthesis and Generation,"['Huiwen Chang', 'Han Zhang']",['Google'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chang_MaskGIT_Masked_Generative_Image_Transformer_CVPR_2022_paper.pdf
Maximum Spatial Perturbation Consistency for Unpaired Image-to-Image Translation,Image & Video Synthesis and Generation,"['Yanwu Xu', 'Shaoan Xie']",['Pitt'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Maximum_Spatial_Perturbation_Consistency_for_Unpaired_Image-to-Image_Translation_CVPR_2022_paper.pdf
Modeling Image Composition for Complex Scene Generation,Image & Video Synthesis and Generation,"['Zuopeng Yang', 'Daqing Liu']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Modeling_Image_Composition_for_Complex_Scene_Generation_CVPR_2022_paper.pdf
Modular Action Concept Grounding in Semantic Video Prediction,Image & Video Synthesis and Generation,"['Wei Yu', 'Wenxin Chen']",['U'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yu_Modular_Action_Concept_Grounding_in_Semantic_Video_Prediction_CVPR_2022_paper.pdf
Modulated Contrast for Versatile Image Synthesis,Image & Video Synthesis and Generation,"['Fangneng Zhan', 'Jiahui Zhang']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhan_Modulated_Contrast_for_Versatile_Image_Synthesis_CVPR_2022_paper.pdf
Multi-View Consistent Generative Adversarial Networks for 3D-Aware Image Synthesis,Image & Video Synthesis and Generation,"['Xuanmeng Zhang', 'Zhedong Zheng']",['UTS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Multi-View_Consistent_Generative_Adversarial_Networks_for_3D-Aware_Image_Synthesis_CVPR_2022_paper.pdf
NeRF-Editing: Geometry Editing of Neural Radiance Fields,Image & Video Synthesis and Generation,"['Yu-Jie Yuan', 'Yang-Tian Sun']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yuan_NeRF-Editing_Geometry_Editing_of_Neural_Radiance_Fields_CVPR_2022_paper.pdf
NeRFReN: Neural Radiance Fields With Reflections,Image & Video Synthesis and Generation,"['Yuan-Chen Guo', 'Di Kang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_NeRFReN_Neural_Radiance_Fields_With_Reflections_CVPR_2022_paper.pdf
Neural Point Light Fields,Image & Video Synthesis and Generation,"['Julian Ost', 'Issam Laradji']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Ost_Neural_Point_Light_Fields_CVPR_2022_paper.pdf
Neural Rays for Occlusion-Aware Image-Based Rendering,Image & Video Synthesis and Generation,"['Yuan Liu', 'Sida Peng']",['HKU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Neural_Rays_for_Occlusion-Aware_Image-Based_Rendering_CVPR_2022_paper.pdf
On Aliased Resizing and Surprising Subtleties in GAN Evaluation,Image & Video Synthesis and Generation,"['Gaurav Parmar', 'Richard Zhang']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Parmar_On_Aliased_Resizing_and_Surprising_Subtleties_in_GAN_Evaluation_CVPR_2022_paper.pdf
OSSGAN: Open-Set Semi-Supervised Image Generation,Image & Video Synthesis and Generation,"['Kai Katsumata', 'Duc Minh Vo']",['UTokyo'],https://openaccess.thecvf.com/content/CVPR2022/papers/Katsumata_OSSGAN_Open-Set_Semi-Supervised_Image_Generation_CVPR_2022_paper.pdf
Pastiche Master: Exemplar-Based High-Resolution Portrait Style Transfer,Image & Video Synthesis and Generation,"['Shuai Yang', 'Liming Jiang']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Pastiche_Master_Exemplar-Based_High-Resolution_Portrait_Style_Transfer_CVPR_2022_paper.pdf
PCA-Based Knowledge Distillation Towards Lightweight and Content-Style Balanced Photorealistic Style Transfer Models,Image & Video Synthesis and Generation,"['Tai-Yin Chiu', 'Danna Gurari']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chiu_PCA-Based_Knowledge_Distillation_Towards_Lightweight_and_Content-Style_Balanced_Photorealistic_Style_CVPR_2022_paper.pdf
Perception Prioritized Training of Diffusion Models,Image & Video Synthesis and Generation,"['Jooyoung Choi', 'Jungbeom Lee']",['SNU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Choi_Perception_Prioritized_Training_of_Diffusion_Models_CVPR_2022_paper.pdf
PILC: Practical Image Lossless Compression With an End-to-End GPU Oriented Neural Framework,Image & Video Synthesis and Generation,"['Ning Kang', 'Shanzhao Qiu']",['Huawei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kang_PILC_Practical_Image_Lossless_Compression_With_an_End-to-End_GPU_Oriented_CVPR_2022_paper.pdf
Playable Environments: Video Manipulation in Space and Time,Image & Video Synthesis and Generation,"['Willi Menapace', 'St\\u00e9phane Lathuili\\u00e8re']",['UniTN'],https://openaccess.thecvf.com/content/CVPR2022/papers/Menapace_Playable_Environments_Video_Manipulation_in_Space_and_Time_CVPR_2022_paper.pdf
Portrait Eyeglasses and Shadow Removal by Leveraging 3D Synthetic Data,Image & Video Synthesis and Generation,"['Junfeng Lyu', 'Zhibo Wang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lyu_Portrait_Eyeglasses_and_Shadow_Removal_by_Leveraging_3D_Synthetic_Data_CVPR_2022_paper.pdf
